uid	username	map_id	mods	n320	n300	n200	n100	n50	miss	score_id	lazer
7014697	Estonians	3682399		6452	2225	138	14	10	24	646183424	0
7014697	Estonians	1900585	DT	1652	365	32	15	2	4	645568305	0
7014697	Estonians	5433961		3966	2767	515	143	95	210	653475222	0
7014697	Estonians	884617		2263	1112	142	30	4	18	471459552	0
7014697	Estonians	5493993		7402	2156	67	4	4	17	653469867	0
7014697	Estonians	4554406	MR	2175	896	34	1	0	8	646318616	0
7014697	Estonians	3563179		2514	658	39	10	5	10	646203706	0
7014697	Estonians	1679790		1950	1032	234	70	36	47	645570838	0
7014697	Estonians	4079491	DT+MR	548	359	37	3	2	7	646311010	0
7014697	Estonians	4385351		3765	1659	138	15	11	24	644624384	0
7014697	Estonians	4520624	MR	6151	1445	77	4	5	9	646410228	0
7014697	Estonians	5549560		3807	2139	202	37	13	52	654910054	0
7014697	Estonians	4065226		2619	872	40	5	1	14	647608557	0
7014697	Estonians	4481282		3664	1131	29	2	1	4	645915658	0
7014697	Estonians	4973092		3614	2752	240	16	30	48	654908505	0
7014697	Estonians	3449961		4527	1087	23	1	0	4	646426153	0
7014697	Estonians	3797369		3324	9	0	0	0	0	606204360	0
7014697	Estonians	4505431		4650	1059	17	2	1	7	644991397	0
7014697	Estonians	4973733		3730	1485	68	8	2	7	645171441	0
7014697	Estonians	1940272		6087	1347	71	11	1	18	646181924	0
7014697	Estonians	2692497	DT	2947	1508	196	29	11	36	645568016	0
7014697	Estonians	5392885	HT	4135	1150	92	10	11	19	646306766	0
7014697	Estonians	4087826		4707	1668	73	7	2	10	643983690	0
7014697	Estonians	2205806	DT	2261	685	116	30	6	34	645568183	0
7014697	Estonians	4000616		2917	819	33	0	1	5	645460910	0
7014697	Estonians	2727115	MR	5486	2329	114	4	3	10	476921692	0
7014697	Estonians	1227568	DT	2818	990	32	6	1	1	251802102	0
7014697	Estonians	1321271	NC	3745	1112	84	4	9	14	462378730	0
7014697	Estonians	4201708	HT	4155	2412	255	35	16	27	551810543	0
7014697	Estonians	4282582	HT	5197	1271	114	16	1	19	643977179	0
7014697	Estonians	3735376		7450	852	30	7	2	12	646181344	0
7014697	Estonians	1679797		2359	553	94	12	6	29	646205794	0
7014697	Estonians	1531013		2418	430	55	3	4	12	646205550	0
7014697	Estonians	4704260		3531	308	11	0	2	1	648190210	0
7014697	Estonians	3627307		7733	2644	154	20	10	38	644623961	0
7014697	Estonians	3769131		6441	2149	391	87	9	117	647615917	0
7014697	Estonians	4395612		3686	2607	283	31	13	53	644213790	0
7014697	Estonians	1906189	DT	3497	1594	260	44	9	54	647607416	0
7014697	Estonians	3594454		2467	131	2	0	0	0	602260256	0
7014697	Estonians	2428769		1876	583	13	0	0	1	645931998	0
7014697	Estonians	5288868		4596	1670	163	43	18	66	647285309	0
7233338	Cyfer	992512		3487	1920	336	64	12	72	261342623	0
7233338	Cyfer	689769	DT	1665	1205	258	58	10	55	267666053	0
7233338	Cyfer	767046	DT	1964	1251	439	86	20	93	249462341	0
7233338	Cyfer	846927	DT	1531	716	127	25	6	20	290744993	0
7233338	Cyfer	1294900		2476	959	139	25	10	15	261879826	0
7233338	Cyfer	985879	DT	1331	745	154	31	12	24	261345482	0
7233338	Cyfer	963330	DT	2091	1295	286	43	17	57	267669198	0
7233338	Cyfer	823842		3234	1825	306	105	14	50	267761039	0
7233338	Cyfer	1214526		1705	646	105	21	9	22	263044429	0
7233338	Cyfer	1408345	DT	1548	1008	203	27	12	21	261343971	0
7233338	Cyfer	1066383	DT	2002	1330	368	64	15	58	267667917	0
7233338	Cyfer	1092805		1142	526	60	4	0	9	243098809	0
7233338	Cyfer	1009933		1530	499	76	8	6	8	260940219	0
7233338	Cyfer	1129049	DT	667	227	60	17	3	4	286915371	0
7233338	Cyfer	1181795		2608	1469	159	70	15	74	265074074	0
7233338	Cyfer	983881	DT	1567	828	169	38	17	44	244666624	0
7233338	Cyfer	1686019	DT	1007	476	61	21	6	20	293160645	0
7233338	Cyfer	1014641		1348	658	89	14	4	12	294516467	0
7233338	Cyfer	784054	DT	676	535	137	17	2	35	267666902	0
7233338	Cyfer	421066	HT	2747	1255	188	46	5	38	234018953	0
7233338	Cyfer	532796		1215	656	114	32	3	33	243305999	0
7233338	Cyfer	724149		1136	553	90	22	0	12	251708853	0
7233338	Cyfer	1293172		2999	1734	320	83	17	68	245308133	0
7233338	Cyfer	1934665	DT	2469	1254	347	92	28	58	319775510	0
7233338	Cyfer	789784		1167	645	147	26	6	27	242153878	0
7233338	Cyfer	1438046		2768	1486	261	32	11	38	263736367	0
7233338	Cyfer	1216881		1045	620	105	31	5	24	250680909	0
7233338	Cyfer	1350131	DT	879	349	44	5	5	6	287669074	0
7233338	Cyfer	795971	DT	2349	958	103	11	11	34	262416049	0
7233338	Cyfer	841922	DT	946	544	99	28	3	44	267761971	0
7233338	Cyfer	753769	DT	777	488	111	45	9	34	267668404	0
7233338	Cyfer	1385760		1290	514	79	10	2	12	261213521	0
7233338	Cyfer	905576	DT	1868	1025	213	41	13	42	232186027	0
7233338	Cyfer	1101044	DT	1906	1188	242	85	33	71	244661717	0
7233338	Cyfer	975667	DT	1918	1190	398	97	15	82	238852726	0
7233338	Cyfer	1054884		1180	523	58	7	1	5	246029794	0
7233338	Cyfer	785580		2071	1089	159	22	10	21	288337858	0
7233338	Cyfer	834370	DT	964	618	169	35	7	36	250416062	0
7233338	Cyfer	678396	DT	1628	831	143	25	11	32	233273310	0
7233338	Cyfer	1154599		1027	599	58	3	2	4	243099914	0
7233338	Cyfer	1442904	DT	717	302	39	4	3	9	275620136	0
7233338	Cyfer	1023071		1057	662	205	36	10	21	249464422	0
7233338	Cyfer	1237220		1393	516	40	6	0	1	270324482	0
7233338	Cyfer	830047	DT	1043	756	217	50	2	65	267764053	0
7233338	Cyfer	847379		2056	1143	240	49	12	41	235533200	0
7233338	Cyfer	1262289		979	515	59	5	3	10	261212272	0
7233338	Cyfer	649616		1107	658	106	19	7	17	253888727	0
7233338	Cyfer	1034385	DT	1378	673	110	15	3	9	262811579	0
7233338	Cyfer	770129		1221	564	208	68	19	40	261217269	0
7233338	Cyfer	758198	DT	788	524	74	22	5	22	233521869	0
7233338	Cyfer	641637	DT	620	277	21	1	0	14	262810151	0
7233338	Cyfer	1038662		3596	1826	283	65	18	62	248837736	0
7233338	Cyfer	1245015		1183	597	143	37	5	31	244549157	0
7233338	Cyfer	1231247	DT	989	633	156	30	15	41	276629595	0
7233338	Cyfer	893899		2141	1071	184	46	20	42	235531762	0
7233338	Cyfer	1620589	DT	667	318	50	9	5	15	291403996	0
7233338	Cyfer	1508853	DT	579	376	56	10	4	22	293160399	0
7233338	Cyfer	1174576	DT	715	466	100	20	3	27	289957972	0
7233338	Cyfer	450104		860	402	77	16	2	27	236762248	0
7233338	Cyfer	739841	DT	722	290	36	11	4	14	244415089	0
7233338	Cyfer	1114066	DT	594	287	71	13	2	19	246026475	0
7233338	Cyfer	1055022		1082	584	101	13	2	8	245229787	0
7233338	Cyfer	1555892		2527	1224	165	16	8	16	295455246	0
7233338	Cyfer	739982	DT	1239	500	45	3	1	7	241058120	0
7233338	Cyfer	350094		1026	496	93	18	6	18	261211621	0
7233338	Cyfer	927052	DT	719	474	128	18	4	24	265954728	0
7233338	Cyfer	825238	DT	731	424	151	24	7	21	261346604	0
7233338	Cyfer	2355634		1274	523	71	9	2	9	550990730	0
7233338	Cyfer	1383199	DT	742	361	59	6	3	11	289089932	0
7233338	Cyfer	1132009	DT	770	482	92	19	5	20	245220614	0
7233338	Cyfer	1766901		1647	710	70	3	2	3	306150484	0
7233338	Cyfer	968643	DT	621	356	51	17	3	11	287024663	0
7233338	Cyfer	1002503	DT	898	501	56	13	10	9	276380114	0
7233338	Cyfer	584403		907	663	102	16	5	19	263949237	0
7233338	Cyfer	1171715		2457	1088	208	43	18	33	241314692	0
7233338	Cyfer	1549499		1141	516	136	26	5	24	270277232	0
7233338	Cyfer	1052579		905	470	100	15	3	32	243811156	0
7233338	Cyfer	646605	DT	964	305	45	18	2	13	241059661	0
7233338	Cyfer	2031389		1322	425	58	7	4	9	537716066	0
7233338	Cyfer	871129		2524	1251	170	21	4	22	240188974	0
7233338	Cyfer	1433260	DT	581	397	87	27	6	16	262231693	0
7233338	Cyfer	1480021	DT	690	196	6	0	0	0	286911575	0
7233338	Cyfer	911342	DT	917	662	93	26	5	19	232181633	0
7233338	Cyfer	861184	DT	680	396	78	22	2	23	246026751	0
7233338	Cyfer	1243559		1067	709	283	62	15	51	249464752	0
7233338	Cyfer	1190555		3957	1887	208	22	8	23	238454986	0
7233338	Cyfer	517247		1060	577	80	13	1	6	241041990	0
7233338	Cyfer	1592262	DT	955	532	165	33	12	32	290627333	0
7233338	Cyfer	1001780	HT	1380	634	153	21	4	18	226556942	0
7233338	Cyfer	901050		1068	602	117	33	6	19	265074688	0
7233338	Cyfer	1681777	DT	856	441	109	16	9	25	291208534	0
7233338	Cyfer	1484448		860	674	120	5	0	2	292517376	0
7233338	Cyfer	1125576		827	499	126	13	3	16	264247273	0
7233338	Cyfer	884790		1936	769	147	22	7	29	246837706	0
7233338	Cyfer	1360740		1654	1028	256	23	5	32	291786048	0
7233338	Cyfer	1385763	DT	781	436	89	16	5	30	293164527	0
7233338	Cyfer	1322358	DT	1326	590	68	18	7	25	245059711	0
7233338	Cyfer	1216040	DT	866	467	132	45	7	35	262812498	0
7233338	Cyfer	1217803		1987	1152	342	46	15	19	244758697	0
7233338	Cyfer	484669		1019	498	71	6	0	10	550990387	0
7289832	-Akemi	767046	DT	2322	1181	244	45	9	52	298207110	0
7289832	-Akemi	992512		3618	1937	245	37	9	45	298208355	0
7289832	-Akemi	975667	DT	2344	1089	173	41	9	44	298208862	0
7289832	-Akemi	689769	DT	1849	1035	228	63	9	67	298207573	0
7289832	-Akemi	1243559		1244	731	163	22	1	26	298415429	0
7289832	-Akemi	1263100	DT	1959	1017	216	37	7	45	298205996	0
7289832	-Akemi	834370	DT	1043	666	91	16	4	9	299085733	0
7289832	-Akemi	1101044	DT	2245	1063	115	43	14	45	298417965	0
7289832	-Akemi	577429	DT	2264	1065	159	41	10	41	295116875	0
7289832	-Akemi	963330	NC	2204	1277	223	35	11	39	295117576	0
7289832	-Akemi	789784		1342	593	64	9	0	10	298414953	0
7289832	-Akemi	1001780		1210	767	182	18	4	29	293168842	0
7289832	-Akemi	905576	DT	2036	1040	118	5	0	3	294136052	0
7289832	-Akemi	823842		3153	1989	313	40	3	36	298784729	0
7289832	-Akemi	1023071		1179	664	107	29	2	10	295040839	0
7289832	-Akemi	846927	DT	1497	783	97	19	8	21	299086899	0
7289832	-Akemi	1066383	DT	2069	1313	333	61	16	45	298418736	0
7289832	-Akemi	1091460	DT	1010	632	177	35	8	25	299088284	0
7289832	-Akemi	1021312		1106	757	180	20	5	13	295038661	0
7289832	-Akemi	847379		2273	1128	123	10	0	7	293034164	0
7289832	-Akemi	532796		1196	734	99	15	0	9	293578320	0
7289832	-Akemi	1092805		1171	519	43	1	4	3	292844885	0
7289832	-Akemi	1181795		2718	1417	173	38	4	45	298417349	0
7289832	-Akemi	1214524	DT	1321	456	58	5	0	15	298204257	0
7289832	-Akemi	724149		1169	581	61	0	0	2	293497826	0
7289832	-Akemi	1214526		1671	689	110	20	2	16	298203999	0
7289832	-Akemi	674460	DT	2595	1442	215	57	17	63	299084666	0
7289832	-Akemi	1408345	DT	1591	976	200	29	3	20	294137289	0
7289832	-Akemi	1293172		2885	1988	285	44	0	19	293256360	0
7289832	-Akemi	1245015		1230	662	86	7	1	10	299184095	0
7289832	-Akemi	1231247	DT	1051	661	105	23	2	22	298783745	0
7289832	-Akemi	983881	DT	1607	844	123	38	19	32	293164565	0
7289832	-Akemi	985879	DT	1277	812	127	36	10	35	298411501	0
7289832	-Akemi	830047	NC	1049	813	189	31	1	50	294147471	0
7289832	-Akemi	1129049	DT	640	273	49	13	0	3	282613635	0
7289832	-Akemi	1216881		1165	544	78	20	4	19	295038261	0
7289832	-Akemi	770129		1124	740	183	38	4	31	299440207	0
7289832	-Akemi	1294900		2254	1129	195	32	0	14	291813514	0
7289832	-Akemi	1009933		1558	489	56	12	0	12	292853645	0
7289832	-Akemi	770127	HT	1536	809	101	6	1	8	274769626	0
7289832	-Akemi	1014641		1338	702	72	6	2	5	294117972	0
7289832	-Akemi	893899		2258	1110	116	13	1	6	295037595	0
7289832	-Akemi	825238	DT	864	382	67	18	2	25	283002453	0
7289832	-Akemi	1660802		2586	846	48	1	0	7	293497597	0
7289832	-Akemi	421066	HT	2605	1412	200	34	2	26	317417082	0
7289832	-Akemi	763657		1238	445	56	16	5	11	295114355	0
7289832	-Akemi	1727102		1267	503	52	0	0	0	293491681	0
7289832	-Akemi	1637189		1536	719	106	8	1	14	297572736	0
7289832	-Akemi	678396	DT	1823	667	123	26	3	28	295114783	0
7289832	-Akemi	1565693		2196	918	43	6	0	1	282011248	0
7289832	-Akemi	767289	DT	2339	1786	347	56	11	64	294137826	0
7289832	-Akemi	450104		940	356	70	6	3	9	298413697	0
7289832	-Akemi	1385760		1315	508	70	10	0	4	295115029	0
7289832	-Akemi	695556	DT	2000	879	271	67	11	73	293164088	0
7289832	-Akemi	747621		1967	850	62	3	0	1	293496637	0
7289832	-Akemi	758198	DT	825	505	70	19	2	14	273875823	0
7289832	-Akemi	1038662		3468	2056	291	10	4	21	276513984	0
7289832	-Akemi	862667	DT	948	600	104	20	6	19	298414670	0
7289832	-Akemi	795971	DT	2357	950	105	18	0	36	295116168	0
7289832	-Akemi	884693	DT	1004	659	71	30	5	18	299564737	0
7289832	-Akemi	1111350	DT	742	438	69	16	1	12	291822475	0
7289832	-Akemi	1154599		1133	493	57	6	2	2	258400974	0
7289832	-Akemi	1174927		2494	1241	182	10	1	6	294149326	0
7289832	-Akemi	1263478		1993	879	154	16	3	16	294121798	0
7289832	-Akemi	1101045	DT	1913	1052	132	10	3	20	291990027	0
7289832	-Akemi	692640		3454	1502	329	21	4	31	281267083	0
7289832	-Akemi	790181	DT	1731	897	128	2	0	2	291823211	0
7289832	-Akemi	649616		1200	576	90	25	2	21	283007094	0
7289832	-Akemi	429194	DT	1083	485	51	18	1	12	282608379	0
7289832	-Akemi	1582170	DT	2150	1087	192	38	15	37	293573860	0
7289832	-Akemi	1592262	DT	1037	485	150	31	10	16	298782019	0
7289832	-Akemi	1535607	DT	1777	1110	283	49	13	63	618285495	0
7289832	-Akemi	1054884		1133	545	84	7	3	2	258397062	0
7289832	-Akemi	1237220		1355	540	52	3	0	6	276145511	0
7289832	-Akemi	784054	DT	642	537	157	30	3	33	299440957	0
7289832	-Akemi	774837		1108	585	76	6	1	6	275865436	0
7289832	-Akemi	1217803		2073	1203	252	16	7	10	317149350	0
7289832	-Akemi	1055358		1058	583	64	3	0	6	276145843	0
7289832	-Akemi	803703		1239	494	51	2	0	0	281386672	0
7289832	-Akemi	1171715		2315	1330	153	22	5	22	273493138	0
7289832	-Akemi	1055022		1067	622	84	10	4	3	317151052	0
7289832	-Akemi	1190555		4354	1658	88	3	0	2	282412412	0
7289832	-Akemi	968369	DT	757	414	105	18	1	15	293280426	0
7289832	-Akemi	1231252		1516	605	75	9	1	6	274763951	0
7289832	-Akemi	834266		2330	1000	148	16	7	28	282599213	0
7289832	-Akemi	1624417		1444	835	204	26	13	58	296111355	0
7289832	-Akemi	2149349		1549	805	147	10	3	11	618284630	0
7289832	-Akemi	911342	DT	1031	563	91	17	6	14	246070314	0
7289832	-Akemi	713131		1319	727	185	30	7	26	302249304	0
7289832	-Akemi	1047286		1105	405	38	0	0	2	257157785	0
7289832	-Akemi	1028171		1243	443	53	3	0	3	317705719	0
7289832	-Akemi	996296		795	301	34	5	2	3	281393971	0
7289832	-Akemi	1014639		1206	577	48	4	0	2	294118475	0
7289832	-Akemi	840232	DT	679	407	113	32	5	25	279107675	0
7289832	-Akemi	429548		1264	945	179	46	6	20	276155719	0
7289832	-Akemi	1040757	DT	1497	993	193	29	9	18	282623163	0
7289832	-Akemi	1561268		975	527	68	9	3	16	283005256	0
7289832	-Akemi	1148050		1277	592	134	24	9	21	282012323	0
7289832	-Akemi	871129		2573	1242	144	14	3	16	234181769	0
7289832	-Akemi	739982	NC	1087	658	46	4	0	0	232854225	0
758406	dressurf	5525503	NC	3345	1678	79	25	28	45	667644283	0
758406	dressurf	5415139		4174	1514	74	7	5	15	667643552	0
758406	dressurf	5563410		7816	2217	35	10	1	7	657894642	0
758406	dressurf	5107047		11868	4864	114	15	15	24	645776051	0
758406	dressurf	3469849		8321	2335	115	19	11	27	566302508	0
758406	dressurf	5574387		6549	2338	58	10	6	9	657468198	0
758406	dressurf	5538251	DT	5602	3214	270	85	30	108	654230283	0
758406	dressurf	5433961		5930	1682	57	11	3	13	654232812	0
758406	dressurf	4297374		3965	1087	41	6	1	13	566301245	0
758406	dressurf	4487439		11495	4494	214	22	8	47	574888394	0
758406	dressurf	4097226		6701	2353	102	22	17	55	571059100	0
758406	dressurf	4983858		9167	3663	110	17	15	28	614909638	0
758406	dressurf	5517332	DT	2848	1435	99	21	10	28	652477726	0
758406	dressurf	3879909	DT	4548	2877	381	99	47	120	632417192	0
758406	dressurf	4032124		8745	3944	186	16	14	45	571058492	0
758406	dressurf	5525561		7821	2886	131	17	7	13	657467180	0
758406	dressurf	4404683		7115	3447	224	39	16	82	591081105	0
758406	dressurf	3950097	DT	4674	2338	179	34	8	55	632558897	0
758406	dressurf	5273531		12020	2922	45	4	4	5	655940000	0
758406	dressurf	4520624	DT	4300	2954	256	39	31	111	636767240	0
758406	dressurf	3838922		6431	1938	71	5	3	11	544798137	0
758406	dressurf	4973092	DT	3135	3090	308	53	38	76	636764968	0
758406	dressurf	4224584	DT	2561	2017	218	66	35	103	636768109	0
758406	dressurf	5124135		5869	656	42	12	6	37	658584065	0
758406	dressurf	1802831	NC	4686	2002	138	24	11	28	547278938	0
758406	dressurf	5153884	DT	3755	2201	263	64	16	58	632416512	0
758406	dressurf	2089432		6407	1828	44	7	8	9	631023507	0
758406	dressurf	3479099	DT	3406	1421	112	19	7	35	587457547	0
758406	dressurf	5516105		7469	3036	54	1	0	0	650471203	0
758406	dressurf	5515664		4891	1383	22	1	1	2	657464065	0
758406	dressurf	5154675		7112	3249	165	32	4	38	636282048	0
758406	dressurf	5074941		5510	3242	383	107	50	156	660585326	0
758406	dressurf	3886726		6293	1784	86	13	13	11	573937092	0
758406	dressurf	2261284	NC	1532	860	60	5	1	8	573933429	0
758406	dressurf	5139638		6886	1655	54	6	10	18	625590298	0
758406	dressurf	5048955	DT	3163	1774	151	31	23	62	632559384	0
758406	dressurf	4404685	DT	4241	2763	284	73	38	113	632424781	0
758406	dressurf	1679790		2677	664	24	3	1	0	573936664	0
758406	dressurf	5095484		5359	877	79	18	13	20	646382626	0
758406	dressurf	4974366		6879	2956	125	16	12	12	624415051	0
758406	dressurf	4893442	DT	3414	2206	276	59	11	120	654228217	0
758406	dressurf	4973089	DT	2373	2073	202	44	21	87	636765335	0
758406	dressurf	4973733	DT	3052	1937	172	36	33	70	636768553	0
758406	dressurf	4489995	DT	2628	1623	59	6	5	9	625585283	0
758406	dressurf	4009587		4134	1501	60	4	1	4	565791043	0
758406	dressurf	4201708		4479	2220	140	16	6	39	565788817	0
758406	dressurf	4498837	DT	2422	2572	265	67	37	110	636766613	0
758406	dressurf	4249332	NC	3001	1914	156	14	8	28	577024723	0
758406	dressurf	2220863	NC	4137	1304	67	8	4	13	502894870	0
758406	dressurf	4481282	DT	2681	1901	175	27	9	38	636770225	0
758406	dressurf	2428769	DT	1478	820	108	28	8	31	636776659	0
758406	dressurf	5734109		3839	434	14	2	2	3	667644991	0
758406	dressurf	5031531	DT	2453	902	78	17	8	46	645664888	0
758406	dressurf	3858523	DT	1554	964	93	11	6	27	566290752	0
758406	dressurf	4009375		7139	2654	134	21	10	26	556515568	0
758406	dressurf	4964418	DT	3982	2607	436	122	44	170	632420199	0
758406	dressurf	4763049		4211	1338	198	43	2	38	646382981	0
758406	dressurf	5042671		3150	1553	82	5	2	8	614906970	0
758406	dressurf	4704260	DT	2552	1057	158	36	8	42	617363138	0
758406	dressurf	4404686		6949	2208	74	8	7	11	590559709	0
758406	dressurf	3547073	DT	5515	2764	343	77	24	84	560793782	0
758406	dressurf	3677003	DT	4448	3580	552	132	28	180	636764589	0
758406	dressurf	5153901	DT	3947	1668	97	11	1	13	632212927	0
758406	dressurf	3187056	NC	5335	2913	259	39	12	44	502886927	0
758406	dressurf	3437094	NC	4256	1314	116	26	7	28	502892096	0
758406	dressurf	4065226	DT	1877	1338	185	55	21	75	573934174	0
758406	dressurf	3924687		3943	2255	82	9	3	8	536571143	0
758406	dressurf	4624979	DT	3252	2213	281	88	30	98	632426468	0
758406	dressurf	2848186	NC	4761	1482	98	13	3	7	560793008	0
758406	dressurf	2167361	DT	1553	782	105	25	6	38	636777082	0
758406	dressurf	4973158		5299	1187	14	0	0	0	649029218	0
758406	dressurf	3844594		6767	2031	69	8	5	8	534244679	0
758406	dressurf	3838918	DT	3726	2314	283	68	25	100	535287118	0
758406	dressurf	3818593	DT	1519	1131	82	15	3	19	595836766	0
758406	dressurf	4065224		3363	860	12	1	1	4	574889606	0
758406	dressurf	4074807	DT	615	452	31	1	1	11	536568837	0
758406	dressurf	4282582		4795	1473	209	54	4	83	617370401	0
758406	dressurf	3144879	DT	4711	1136	53	6	1	10	575531909	0
758406	dressurf	3729442	DT	3798	774	16	0	1	0	535277391	0
758406	dressurf	3497002		7983	2090	47	4	4	3	536571721	0
758406	dressurf	4793111	DT	2042	1055	48	5	0	11	595828468	0
758406	dressurf	3953704		6066	2312	132	14	9	25	577031660	0
758406	dressurf	4205295	NC	693	386	14	0	0	0	571053881	0
758406	dressurf	3594454	NC	1702	728	109	34	2	25	517351709	0
758406	dressurf	3854653	DT	3767	1484	82	18	12	29	624511766	0
758406	dressurf	4973159		6041	2014	50	7	3	8	636285554	0
758406	dressurf	1239794	DT	4636	2119	264	61	19	64	636774843	0
758406	dressurf	4347923		7351	3189	164	13	12	21	595827384	0
758406	dressurf	5504474	NC	3816	2920	414	163	83	204	654231007	0
758406	dressurf	4663990	DT	1729	1299	138	16	9	28	632423257	0
758406	dressurf	4224583		3900	1273	26	1	0	0	565243706	0
758406	dressurf	4001513		5925	1328	15	0	0	2	560790699	0
758406	dressurf	2694154	NC	3821	1799	275	54	16	56	502891679	0
758406	dressurf	4065230	DT	1913	1001	44	9	1	12	595833951	0
758406	dressurf	5548311	DT	2930	1369	76	7	2	16	654225359	0
758406	dressurf	5454604		5148	806	41	4	9	8	661081640	0
758406	dressurf	4021625		4348	879	67	10	4	16	547168884	0
758406	dressurf	3995898	NC	3052	1368	95	17	4	27	571052040	0
758406	dressurf	4554404	DT	1555	1104	110	15	9	28	625588619	0
758406	dressurf	3347872	NC	5248	2147	185	64	9	61	502891317	0
7590894	ExNeko	3469849	HT+MR	7597	2934	245	20	6	26	570497217	0
7590894	ExNeko	5273531	HT	9939	4819	208	15	6	13	645244913	0
7590894	ExNeko	4404683	HT	6259	4154	382	54	14	60	590289192	0
7590894	ExNeko	4097226		5060	3169	617	160	54	190	572451857	0
7590894	ExNeko	4001513		4470	2550	193	18	5	34	539693176	0
7590894	ExNeko	5042671		2273	2088	312	39	27	61	614371311	0
7590894	ExNeko	2089432		4306	3153	551	96	51	146	573615074	0
7590894	ExNeko	4224583		2732	2194	198	25	12	39	566567716	0
7590894	ExNeko	4297374	HT+MR	3614	1377	98	7	1	16	572548349	0
7590894	ExNeko	3844594		4543	3654	527	75	20	69	570494109	0
7590894	ExNeko	3886726	HT	5540	2464	162	14	6	14	572006053	0
7590894	ExNeko	3497002		5529	3906	486	93	28	89	570495617	0
7590894	ExNeko	4000342		5934	3494	383	49	19	71	572004092	0
7590894	ExNeko	4973158		3384	2642	349	43	23	59	614372061	0
7590894	ExNeko	4224584		2930	1935	106	8	3	18	566567234	0
7590894	ExNeko	3729442	DT	2302	1972	252	24	4	35	570494943	0
7590894	ExNeko	4487439	HT	10216	5445	473	56	20	70	590294251	0
7590894	ExNeko	4009587		2692	2408	404	75	35	90	572449318	0
7590894	ExNeko	3838922	HT+MR	5977	2312	153	6	3	8	522209911	0
7590894	ExNeko	3677003		5616	2961	262	28	9	44	539694292	0
7590894	ExNeko	4983858		5470	5864	1028	230	106	302	614899342	0
7590894	ExNeko	4404686		4407	3945	631	110	34	130	589910108	0
7590894	ExNeko	3953704		4228	3495	603	68	33	131	570493165	0
7590894	ExNeko	4032124	HT	7978	4532	325	25	19	71	534615198	0
7590894	ExNeko	3779106		6025	4135	441	43	35	98	572455155	0
7590894	ExNeko	4973159		4216	3147	560	77	31	92	614373011	0
7590894	ExNeko	3879909		4657	3011	295	42	16	51	534612440	0
7590894	ExNeko	4974366	HT	6376	3345	212	25	12	30	626083139	0
7590894	ExNeko	4478869		4652	2896	339	41	18	54	572139052	0
7590894	ExNeko	5124135	HT	5545	1009	37	2	2	27	668285189	0
7590894	ExNeko	3918036		3535	2932	405	47	23	77	572454048	0
7590894	ExNeko	4973089		2962	1619	144	23	15	37	614373752	0
7590894	ExNeko	4498837		2426	2704	279	19	7	38	570494644	0
7590894	ExNeko	4492096		6880	1208	73	49	56	34	567919846	0
7590894	ExNeko	3517235	DT+MR	2424	2045	186	26	9	28	534619083	0
7590894	ExNeko	3797369		3139	187	0	0	3	4	554290142	0
7590894	ExNeko	5139638	HT	5989	2484	111	7	13	25	626080511	0
7590894	ExNeko	4201708	HT	4161	2451	217	25	13	33	563752202	0
7590894	ExNeko	3968336		4142	2783	455	83	32	106	539690543	0
7590894	ExNeko	4005910	DT	1085	788	129	3	2	15	570493363	0
7590894	ExNeko	5154675	HT	5989	4162	361	44	7	37	633729363	0
7590894	ExNeko	4009375	HT	6535	3164	214	24	10	37	573622662	0
7590894	ExNeko	4347923	HT	6437	3928	314	25	7	39	595396774	0
7590894	ExNeko	4404685		4350	2786	254	37	7	78	589911155	0
7590894	ExNeko	4065224		2122	1692	268	52	30	77	571660739	0
7590894	ExNeko	4282582	HT	4920	1466	191	12	9	20	572447937	0
7590894	ExNeko	4065226		2058	1323	142	9	5	14	572135832	0
7590894	ExNeko	4673272		3808	2875	558	64	29	110	614374660	0
7590894	ExNeko	3809992		4441	4069	701	127	39	138	572005217	0
7590894	ExNeko	4763049	HT	3913	1576	265	29	12	35	589559272	0
7590894	ExNeko	1900585	DT	1429	470	105	40	9	17	572135121	0
7590894	ExNeko	4385351		2862	2344	310	33	17	46	560582176	0
7590894	ExNeko	3594454		2158	415	24	1	0	2	572543659	0
7590894	ExNeko	2727115		4668	2985	225	21	13	34	570611425	0
7590894	ExNeko	1802831	MR	5177	1629	75	5	0	3	526104656	0
7590894	ExNeko	1679790	HT	2202	1011	148	5	0	3	572009295	0
7590894	ExNeko	3924687		2310	3200	508	92	56	134	571668858	0
7590894	ExNeko	1742328	DT	2261	1535	185	23	6	31	570612440	0
7590894	ExNeko	2428769		1679	734	52	3	1	4	554450818	0
7590894	ExNeko	3950097		4377	2677	200	11	3	20	534613596	0
7590894	ExNeko	4520624		4491	2831	254	47	12	56	589912123	0
7590894	ExNeko	3479099		3802	1120	63	7	2	6	580094252	0
7590894	ExNeko	5031531		2653	798	36	3	1	13	614370450	0
7590894	ExNeko	4094064	HT	9332	5545	212	11	1	26	556439941	0
7590894	ExNeko	1227568	DT	2428	1249	140	11	7	13	570611908	0
7590894	ExNeko	4105372	HT	3633	1209	158	13	3	14	563039658	0
7590894	ExNeko	1615738	DT	3343	1809	123	22	8	15	540054437	0
7590894	ExNeko	4129720		4304	2641	571	74	69	170	560584173	0
7590894	ExNeko	3449261		3000	1777	215	33	18	34	572140524	0
